bus_id,route_nodes
0,42434418
0,42429842
0,42444414
0,42442107
0,42444412
0,42444409
0,42444407
0,5105692798
0,42444403
0,1251958257
0,42427956
0,5105702748
0,42444385
0,5200192560
0,42431889
0,2687645210
0,42444480
0,42428524
0,42428527
0,1251958193
0,42428529
0,42428534
0,42428546
0,42428552
0,42428558
0,4876543167
0,4876543174
0,4876543171
0,4206998285
0,4207000195
0,4145586915
0,4207000201
0,4207000193
0,370880733
0,42422818
0,4207000202
0,4207000211
0,4207000219
0,4207000220
0,5209084622
0,4207000228
0,4876524532
0,4876524524
0,4876524530
0,4206997162
0,4876524527
0,4876524538
0,3767711210
0,3767711212
0,588593611
0,4143835086
0,4143835712
0,4143835707
0,5815234915
0,588593414
0,4143835709
0,588593414
0,5815234915
0,5815243833
0,246858431
0,5815234914
0,246858433
0,5813280742
0,4143835715
0,4143835691
0,4143835079
0,4143835716
0,5636437656
0,4143835690
0,4143835693
0,2531682711
0,5813259900
0,5813280739
0,5813280736
0,246866806
0,5813250358
0,5813280748
0,5813259923
0,5815643321
0,3588508438
0,5815889995
0,3588508439
0,3778134969
0,5216346769
0,5215085194
0,5216346769
0,3778134969
0,42429577
0,5813259913
0,246866810
0,246858435
0,42429570
0,5815248549
0,4573041278
0,4207143415
0,4143838195
0,4143838194
0,42453398
0,5815248551
0,4599130008
0,42459493
0,272194254
0,42454401
0,42453952
0,4143875743
0,4878831013
0,4143875743
0,42453952
0,42430004
0,42429562
0,5035490149
0,5035490148
0,5135853006
0,42449597
0,42431611
0,5135853008
0,42445356
0,42430550
0,42429830
0,5216470721
0,42452817
0,42452816
0,42436327
0,5490721614
0,42436330
0,42437463
0,5812723035
0,42436055
0,42436056
0,4574685156
0,42434871
0,42434863
0,3788379698
0,3788379700
0,3788379701
0,42424610
0,4890553370
0,4890553350
0,4137021568
0,4890553371
0,42434845
0,4890553383
0,42434842
0,42434839
0,2155551107
0,3788379709
0,3788379710
0,42434837
0,4136965230
0,4136965229
0,2155551109
0,42430126
0,4890621095
0,2151385487
0,42440829
0,2151385500
0,42452026
0,42433574
0,42452040
0,42449570
0,42428436
0,4755831440
0,42428438
0,4755831438
0,42432161
0,42432165
0,42427327
0,42432171
0,42432174
0,42432178
0,42432282
0,42432265
0,42432260
0,42432255
0,42432250
0,42432246
0,42432244
0,42432241
0,42446617
0,4160342485
0,42454590
0,4160344096
0,4158814316
0,42454584
0,4158814306
0,4158814313
0,42454576
0,4158814309
0,4158814314
0,4158814307
0,4158814310
0,4158814312
0,4158814317
0,42454570
0,4160342486
0,4160342487
0,3973686295
0,4160342479
0,1773060097
0,42437559
0,4160342482
0,4160344089
0,3973686299
0,4158807593
0,588455886
0,3898690233
0,42433537
0,3898690226
0,42435910
0,2496639018
0,42435910
0,42431990
0,526592044
0,4158807601
0,4158807602
0,4158807589
0,3898690219
0,5378294676
0,3898690220
0,3973686304
0,4158810016
0,4158810017
0,1773047068
0,4158796734
0,4158796733
0,4158796735
0,1773047070
0,530286753
0,534992385
0,4158786435
0,4158786453
0,4143875732
0,4158786444
0,4499408166
0,42443832
0,4158786456
0,588751599
0,4158789494
0,4158789501
0,4158789499
0,1773055861
0,4158789497
0,4158789490
0,1773055862
0,4158789506
0,4158789500
0,4158789496
0,4158789489
0,1251908574
0,5282235166
0,4158794794
0,588751704
0,4158794793
0,4158794792
0,4158794798
0,588751700
0,370759314
0,4158771531
0,4158771530
0,4158771532
0,278639858
0,278639857
0,4158752892
0,4158752893
0,370759317
0,588719108
0,4158752891
0,4158751332
0,3026465866
0,1258875449
0,1258875362
0,1258875464
0,1258875400
0,1258875607
0,278607894
0,1258875745
0,1258875640
0,248607205
0,1258875734
0,248607204
0,598054772
0,42463333
0,1258875768
0,1258875569
0,1258875737
0,1258875350
0,219863957
0,1258875440
0,1258875345
0,1258875614
0,219863965
0,1258875559
0,219863942
0,219863929
0,1258875727
0,1258875587
0,1258875430
0,451023030
0,451023028
0,1258875689
0,1258875586
0,451023026
0,1258875586
0,1258875689
0,451023028
0,451023030
0,1258875430
0,1258875587
0,1258875727
0,219863929
0,219863942
0,1258875559
0,219863965
0,1258875614
0,1258875345
0,1258875440
0,219863957
0,1258875350
0,1258875737
0,1258875569
0,1258875768
0,42463333
0,598054772
0,248607204
0,1258875734
0,248607205
0,1258875640
0,1258875745
0,278607894
0,1258875607
0,1258875400
0,1258875464
0,1258875362
0,1258875449
0,3026465866
0,4158751332
0,4158752891
0,588719108
0,370759317
0,4158752893
0,4158752892
0,278639857
0,278639858
0,4158771532
0,4158771530
0,4158771531
0,370759314
0,588751700
0,4158794798
0,4158794792
0,4158794793
0,588751704
0,4158794794
0,5282235166
0,4158789502
0,1272562921
0,4158789492
0,588546441
0,588546438
0,983501173
0,983501181
0,5119807676
0,5119807675
0,5119807674
0,42448469
0,4878934393
0,4158673499
0,4158673497
0,4158673493
0,4158673498
0,4158673496
0,42459820
0,4158665075
0,42427242
0,4985376919
0,5446617714
0,4985376920
0,42457311
0,4985377321
0,42430848
0,4985377327
0,4680481157
0,42440280
0,3942012643
0,42456583
0,42440345
0,42429354
0,42459819
0,42459817
0,42459816
0,42459764
0,42459761
0,42422056
0,5357542231
0,42444424
0,42434418
1,3977886237
1,42440452
1,3977886233
1,5475605300
1,42440453
1,4207952791
1,3977886221
1,42445928
1,3977886218
1,4782442663
1,3977886200
1,596775870
1,42459098
1,3977886195
1,42438886
1,1745991209
1,4782506037
1,42438889
1,42446987
1,42446986
1,42449954
1,5319121991
1,5319124077
1,5319124078
1,5319124076
1,5319124079
1,42434087
1,3976829278
1,42434085
1,42444049
1,42444047
1,3842775635
1,3842775633
1,3842775641
1,3842775640
1,3842775634
1,3842775636
1,1690450548
1,3786902258
1,1690448974
1,3786902257
1,100522736
1,100522737
1,100522739
1,3786901756
1,1690449001
1,3786901755
1,595142277
1,1690448997
1,42459051
1,561042202
1,561042199
1,3639382767
1,561042198
1,3786901749
1,3955360012
1,561042200
1,561042203
1,3955360018
1,42443804
1,3955360019
1,3955360021
1,42445916
1,3955360023
1,3942050699
1,42437358
1,3826754271
1,1289222420
1,1289222435
1,1289222448
1,1289222408
1,1289222417
1,1289222446
1,1289222396
1,1289222436
1,42430329
1,4544917699
1,42430329
1,1289222436
1,1289222439
1,1289222433
1,1289222412
1,1289222445
1,1289222447
1,3826721146
1,1289222401
1,1289222404
1,4625652085
1,42446488
1,4625652087
1,42445649
1,42433604
1,42443950
1,42452973
1,42434946
1,42437644
1,42446701
1,42443680
1,42451674
1,42437686
1,42445404
1,4714254173
1,42445896
1,4597668044
1,4597668020
1,42449308
1,3847026391
1,42446934
1,42446935
1,4234425008
1,42449928
1,4234425012
1,5254361544
1,3932847291
1,42445378
1,3932847280
1,42434959
1,4425125784
1,42449932
1,42449685
1,5254378183
1,42449938
1,42445661
1,42445664
1,4556157744
1,5240026599
1,5240042129
1,5240026597
1,42442933
1,3997451355
1,4207912625
1,42442931
1,4259278551
1,42442918
1,4540059459
1,593886228
1,3904954788
1,3904954798
1,3904954796
1,3904954785
1,3904954787
1,3904954793
1,3904954789
1,3904954790
1,4540059457
1,3846772721
1,4259278560
1,4259278549
1,4540059456
1,4699870403
1,3817760665
1,4699870402
1,3817760664
1,3932847296
1,4207683803
1,3817760666
1,3929041613
1,3929041612
1,3817760671
1,3817760037
1,3817760026
1,1293174690
1,5721340884
1,5721340885
1,5721339850
1,5696984868
1,3928841147
1,3817760047
1,3817760023
1,3928841150
1,3817760025
1,3817760035
1,3928841143
1,3817760041
1,1293174691
1,3928841151
1,1293174689
1,3957124182
1,3957125182
1,3957125186
1,3957125187
1,3957125181
1,3957124188
1,3957125181
1,3957125187
1,3957125186
1,3957125182
1,3957124182
1,1293174689
1,3817760031
1,3817756019
1,42442902
1,4234425014
1,42445413
1,4234425032
1,42445411
1,42445409
1,4597668033
1,42445404
1,42437686
1,42428227
1,42428232
1,42428234
1,3833309822
1,3833309814
1,4707482461
1,4707484291
1,42428239
1,4707482470
1,3913996790
1,42428244
1,2629368304
1,4376122119
1,4376122120
1,3927137574
1,42428248
1,4376122122
1,5005659745
1,4376122123
1,4707484301
1,42428253
1,4707471869
1,3857366817
1,4707471868
1,4207937590
1,42428258
1,42428264
1,42428268
1,42428272
1,42428277
1,42428283
1,3974095817
1,42428287
1,5020832637
1,4578017555
1,42428291
1,42428294
1,3974095830
1,4707407260
1,3974095831
1,4707407258
1,4707407261
1,5475605303
1,42439990
1,42439994
1,42439996
1,2435108458
1,42432585
1,4782363332
1,1745991212
1,3971196624
1,4782506031
1,3971196623
1,42430356
1,3971196625
1,42430358
1,3971196628
1,42430361
1,3974095843
1,42430363
1,3974095844
1,4016646232
1,3976008169
1,42430367
1,3971302311
1,3977886868
1,42430371
1,3974095847
1,42430375
1,3971302315
1,42430375
1,42430378
1,42431544
1,42443612
1,4207952794
1,42432825
1,4960527243
1,42432825
1,4207952794
1,42443612
1,4960527241
1,4215905389
1,3977886857
1,42445941
1,3977886253
1,4207952793
1,3977886249
1,42445936
1,3977886255
1,42450426
1,3977886254
1,3977886251
1,42436700
1,3977886247
1,3977886244
1,42446353
1,3977886240
1,3977886238
1,42440452
1,3977886237
2,42430241
2,42457721
2,42421901
2,4320194277
2,42432194
2,42433264
2,42430811
2,5244228881
2,42457728
2,42431804
2,4841945993
2,42431802
2,42431797
2,4679523599
2,5837088105
2,4618691808
2,5690453353
2,42431789
2,42431785
2,42429701
2,42431777
2,42431773
2,3891969470
2,3891960760
2,5854302552
2,42430187
2,5854302558
2,3891950553
2,2477560563
2,5854302553
2,2477560563
2,3891950553
2,5854302558
2,42430187
2,5854302555
2,5854302557
2,3891950555
2,5854302560
2,42436963
2,5866337889
2,42431517
2,42436968
2,42448563
2,42436371
2,42436369
2,42436371
2,42436374
2,42436377
2,42436381
2,4207862995
2,42436384
2,42436390
2,4207862996
2,42436393
2,42436396
2,4207862997
2,42436400
2,42436404
2,4207862998
2,42436407
2,2076950449
2,42436411
2,1701921010
2,1412724864
2,1412724863
2,1412724862
2,1701920959
2,42431844
2,42435578
2,5331842131
2,42435581
2,42435583
2,4492821528
2,42431497
2,5849926992
2,4749136814
2,1825740014
2,42429378
2,1701921025
2,42429377
2,1701921025
2,42429378
2,4749136815
2,42432214
2,42435596
2,4205565508
2,4634753634
2,42436439
2,4634753637
2,3564892565
2,3564892566
2,3564892567
2,387180916
2,3874589908
2,387180916
2,4557517550
2,42444900
2,3564892568
2,2985573628
2,2985573626
2,4557517554
2,42444897
2,4634753635
2,4557517555
2,4015418428
2,42431151
2,42436159
2,719516045
2,42455357
2,1042457810
2,2845912193
2,1272608956
2,2823299568
2,2823299567
2,2823299566
2,2823299565
2,2823299564
2,2823299571
2,2823299569
2,2921544680
2,2823299570
2,2823299572
2,2823299573
2,2823300805
2,2845912197
2,4634753632
2,2823299575
2,2823833421
2,2823300817
2,2823299582
2,2823833423
2,2823300821
2,2823299576
2,2823299583
2,2823300823
2,2823299585
2,2823833425
2,2823299586
2,2823833426
2,2823300833
2,2845937086
2,2823299584
2,371247825
2,2823833428
2,2823833429
2,2823833430
2,2823833431
2,2823833432
2,2823833433
2,2823833434
2,2823895888
2,2823833443
2,2823895889
2,2823833437
2,2823833444
2,2823833445
2,2823833464
2,2823833446
2,2823833447
2,2823833496
2,2823833449
2,2823833450
2,2823833451
2,2823833452
2,2823833453
2,2823833454
2,2823833518
2,2823833455
2,2823833481
2,2823833456
2,2823833457
2,2823833458
2,2823833459
2,2823833460
2,2823833461
2,2823833462
2,2823833471
2,2671667954
2,2823833470
2,2823833472
2,2823833473
2,2823833474
2,2823833475
2,2823833489
2,2671667953
2,2671667955
2,42427390
2,42443676
2,42443674
2,4601466499
2,5849918502
2,4205565523
2,42427381
2,42435610
2,42439834
2,42430263
2,42429659
2,42430259
2,42430257
2,42430255
2,5155799272
2,5413254261
2,42430253
2,5413254263
2,42429374
2,5244228888
2,42430249
2,42430247
2,42430244
2,5155816415
2,42430241
3,5829847191
3,5829927764
3,4755898715
3,5829927762
3,1918039880
3,42457319
3,5829927769
3,5799037574
3,5829927765
3,42445511
3,5829753047
3,1692433915
3,1692433916
3,1692433917
3,42421927
3,42445520
3,4202984496
3,42431165
3,5481937333
3,5824300186
3,42431168
3,5286255072
3,1773084402
3,1773121031
3,1773121034
3,4621333642
3,4621333641
3,4621333640
3,595407624
3,42434194
3,42439243
3,42439249
3,3627218171
3,3919359296
3,42445558
3,4234425039
3,595407648
3,4234578193
3,42430872
3,4234578192
3,4500033344
3,4500033348
3,42428480
3,4747401775
3,4684550288
3,42428483
3,42455026
3,5357196527
3,5357196524
3,5357196525
3,5357196526
3,5357196525
3,5357196524
3,5357196527
3,42455026
3,42446521
3,42436935
3,3670742462
3,42438784
3,3670742441
3,3670742474
3,4579828839
3,4285056098
3,3884600520
3,1251605818
3,1251605860
3,1251605873
3,1251605875
3,3670742461
3,1251605812
3,3670742471
3,1251605887
3,3670742476
3,1251605884
3,3670742467
3,4579828851
3,1251605811
3,4579828840
3,3875000771
3,3670742487
3,3670742465
3,3252590543
3,4597668036
3,4597668027
3,4597668026
3,4597668038
3,4597668028
3,4597668039
3,4597668040
3,4597668041
3,42448693
3,5266429280
3,42448693
3,4597668041
3,4205565512
3,4276517126
3,42445867
3,4276517114
3,4763900906
3,4763900908
3,4763900910
3,4763900914
3,4763900915
3,3019039007
3,3857400400
3,3884612887
3,4276517122
3,3857400395
3,274681226
3,3857400386
3,4276517131
3,4276517128
3,3857400392
3,5147972318
3,5254263338
3,4834832813
3,3019038965
3,3857400390
3,3588566113
3,4276517117
3,3019039005
3,247798296
3,3019038942
3,4332760725
3,247798615
3,4332760733
3,247798614
3,3019038959
3,1251496362
3,1251496260
3,3019038960
3,247798192
3,1251496310
3,1251496312
3,247798191
3,3019038961
3,3019038938
3,247798339
3,4276517102
3,4276517115
3,42429876
3,4597668032
3,42429888
3,4234425050
3,42429890
3,4234425056
3,3903014639
3,4122576552
3,42429896
3,4122576550
3,4115968602
3,5889552233
3,42429900
3,42442891
3,3817756024
3,3817756013
3,3430331121
3,3430331122
3,2384399605
3,42436598
3,3601295762
3,42448707
3,3601295745
3,3601295760
3,3601295754
3,5759662029
3,3601295761
3,3686061879
3,3601295748
3,387184870
3,387184871
3,387184872
3,387184873
3,5785120648
3,3601295706
3,387184874
3,387184875
3,387184876
3,387184877
3,387184878
3,1814477462
3,1814477466
3,1814477457
3,1814477476
3,3601295713
3,5785120626
3,3601295712
3,3601297798
3,3601297800
3,5286403007
3,3601297801
3,4298764915
3,4298773008
3,4298764911
3,4298764910
3,387184987
3,3360772998
3,387184986
3,4298760168
3,4298760166
3,5690423130
3,685164633
3,4298757070
3,4298757015
3,4298757032
3,4298757040
3,4298757012
3,4298757018
3,4298757080
3,42439323
3,3834459551
3,4298757025
3,4191922368
3,42455452
3,4191929647
3,1251612292
3,1251612283
3,1251612289
3,1251612276
3,1251612273
3,1251612267
3,4191922373
3,4191926878
3,4762069449
3,4191922371
3,42431464
3,4205565492
3,42440737
3,4376122112
3,4376122111
3,4376122110
3,4376122109
3,4376122108
3,4376122107
3,4376122106
3,4235738199
3,3834459546
3,3875091624
3,3834459546
3,3875091625
3,3834459550
3,42449021
3,4216045804
3,42449023
3,4216045848
3,4216055440
3,4216045794
3,4216060114
3,4216045794
3,4216045846
3,4216045826
3,4216045801
3,4216045799
3,4216045833
3,4216045818
3,4216045837
3,4216055441
3,4216045823
3,4216045808
3,42444829
3,3316524008
3,42453175
3,42455051
3,42437343
3,42453604
3,4544006773
3,4598752842
3,4598752829
3,4598752868
3,4598752855
3,4598752847
3,4561657054
3,42432068
3,42437084
3,4215596089
3,3314293726
3,42429773
3,486867513
3,3314293725
3,42432099
3,5041369239
3,5041369240
3,5041372584
3,5041370333
3,5041370334
3,5043074386
3,5043074385
3,5043074384
3,5043084239
3,5043084240
3,5854357040
3,5690420767
3,5043084241
3,5854357051
3,3212472852
3,5043084249
3,3212698624
3,42432108
3,4300912711
3,42429644
3,42432111
3,4539951617
3,4539951607
3,42432085
3,1773069829
3,42432184
3,1773076513
3,4956305806
3,42429752
3,5296795595
3,4202950102
3,42437605
3,42437114
3,42437608
3,42458313
3,3463814536
3,42432305
3,3463814538
3,428833478
3,428833476
3,428628885
3,5829779507
3,5829779508
3,5829779525
3,5829779493
3,5829779514
3,5829779502
3,5829753046
3,5829844684
3,5829847189
3,5829847194
3,5829847191
4,3833309820
4,42430295
4,4960503202
4,42439440
4,5235625493
4,42439440
4,5235625492
4,42435422
4,4631139784
4,5235583558
4,5235583559
4,3799572066
4,4443775465
4,5122601050
4,42435642
4,42435644
4,42435645
4,42435646
4,42435650
4,42433620
4,42435654
4,1758008333
4,42435657
4,42435660
4,4207957613
4,5020830713
4,42435663
4,5849918504
4,42435671
4,42432700
4,5849918503
4,2435108451
4,42435675
4,3573482144
4,3573482145
4,5481886057
4,2351532375
4,3875120000
4,2351532371
4,3875119999
4,2351532361
4,3875119998
4,2351532373
4,3875119997
4,2351532369
4,3875119996
4,2351532367
4,3875119995
4,2709968341
4,5481881554
4,2709968341
4,3875119995
4,2351532367
4,3875119996
4,2351532369
4,42440163
4,3463813445
4,3463813444
4,42432594
4,42432598
4,42443534
4,42452365
4,42455761
4,593921858
4,593921859
4,5481842905
4,42430688
4,3998783964
4,42430685
4,3998783962
4,42430680
4,5985110734
4,3874681640
4,3874681639
4,3874681636
4,3874681637
4,3874681638
4,3874681635
4,3874681634
4,3874681633
4,4870298754
4,5542715083
4,4870298753
4,4870298749
4,4870298745
4,4870298748
4,3874681632
4,3874681630
4,4872485217
4,3874681628
4,5481848526
4,5481848525
4,5481848526
4,3874681628
4,4872485217
4,3874681630
4,3874681632
4,5481848951
4,42430664
4,593839894
4,5481848621
4,5890772452
4,427804211
4,593926788
4,593977718
4,427804205
4,2050767462
4,42455535
4,427804186
4,427804187
4,427804191
4,42423883
4,427840949
4,427840950
4,427840951
4,427840952
4,427840953
4,427840954
4,427840955
4,427840956
4,427840957
4,427840958
4,427840959
4,427840960
4,427840961
4,427840962
4,427840964
4,427840965
4,593984747
4,593984748
4,593984749
4,593984750
4,427841023
4,427841026
4,427841027
4,427841028
4,427841029
4,427841030
4,427841031
4,427841032
4,427841033
4,427841034
4,427841036
4,427841037
4,427841038
4,427842125
4,427841042
4,427841043
4,427841045
4,427841046
4,427841047
4,427841048
4,427841049
4,427841050
4,427841051
4,427841052
4,427841053
4,427841054
4,427841055
4,427841056
4,427841057
4,427841058
4,427841059
4,427841061
4,427841062
4,427841063
4,3788348148
4,61274119
4,427841071
4,3788348139
4,1701844729
4,358448167
4,3788348138
4,358448165
4,3788348137
4,358448164
4,3788348136
4,1701844624
4,1701921006
4,1701921002
4,1701844788
4,1701844770
4,1701844618
4,42437693
4,42427821
4,42438674
4,2823833578
4,2823833572
4,2823833577
4,2823833576
4,2823833571
4,2823833570
4,2823833575
4,2823833574
4,2823833567
4,2823833573
4,2823833566
4,2823833568
4,2823833569
4,2823833550
4,2823833552
4,2823833551
4,2823833552
4,4634276417
4,4634276418
4,4634276416
4,42445310
4,358447541
4,5122551881
4,42444933
4,5545401592
4,5481863558
4,42435632
4,42439842
4,42439840
4,42427426
4,5481850674
4,5481850672
4,42427423
4,42430274
4,42430277
4,42430279
4,42430282
4,42427797
4,42430288
4,42430292
4,42430295
4,3833309820
