pickup_node,dropoff_node,manhattan_distance,taxi_duration,bus_duration,buses,unique_buses,bus_ride_distance,walking_distance
42459085,1919595918,4901,1140,2842,1,1,1261,2806
42437654,4298757044,2738,578,2015,2,2,1280,1803
3783071112,5837174092,2396,720,1884,2,2,2110,1248
596775935,5148088862,3866,1200,2320,2,1,1281,2169
5340982006,5345057743,7943,699,4679,2,2,3664,3856
5696984871,42427951,7128,678,4355,1,1,2849,3859
42439440,42430390,2983,667,1708,1,1,665,1731
42429661,5022965056,3320,1162,2410,2,2,3314,1301
42445310,3875091622,3907,540,2431,3,2,2869,1539
5730369215,3833309811,1683,420,1056,1,1,2007,303
2792781447,1251382547,401,128,334,0,0,0,401
5829880518,3314293707,1761,600,1168,0,0,0,1402
5651033419,3786901754,1635,480,948,1,1,468,914
42431165,42454042,4466,915,3329,2,2,5439,1384
4776041123,42445484,1733,660,1225,0,0,0,1470
4754110663,4207806921,1040,216,933,0,0,0,1119
4796291639,42445926,1402,1130,875,1,1,723,703
42442107,42435610,4795,876,3103,2,2,2746,2406
42432161,4892579965,1159,214,763,0,0,0,915
42431168,4302910549,1287,287,816,0,0,0,979
3670742484,5307048044,643,180,420,0,0,0,504
5812723035,4616536350,1206,300,939,0,0,0,1127
3977886190,4147546533,9241,600,5588,1,1,2360,5573
5216346765,5829927770,2677,540,1837,1,1,735,1851
5829779494,5243723093,1633,240,1047,1,1,566,985
42435660,42439527,4549,960,2524,2,2,3161,1511
42429661,4782442659,3992,1528,2532,2,2,2654,1765
5228410330,3977886191,9105,983,5418,1,1,2360,5369
4375703340,42446521,1005,383,818,0,0,0,981
42442902,5266429279,880,180,797,0,0,0,956
4132605270,42442943,2406,480,1514,1,1,767,1449
42454742,42429701,837,427,678,0,0,0,813
42428471,3762702429,3502,720,2295,1,1,735,2401
42439345,3683163348,3560,681,2107,1,1,1504,1807
42427390,4782404423,3411,432,2034,2,2,2025,1468
4597668038,42456568,1307,240,796,0,0,0,955
4347534786,42434959,2326,540,1672,1,1,1835,1125
4618691811,4755831435,1465,360,1048,0,0,0,1257
42454758,2103787765,4422,570,3173,1,1,1762,2962
427851451,3955360017,1675,361,1403,1,1,468,1458
4207683794,5829827216,2894,796,2033,1,1,1261,1835
42430600,42434145,4309,540,2499,3,2,2869,1621
42443975,4872626650,2711,300,1669,0,0,0,2002
42436374,5829927772,1331,453,865,0,0,0,1038
1514353072,3977886249,2742,540,2119,1,1,468,2318
5152337886,4207000393,2868,600,1870,1,1,717,1899
5829779488,42435422,2958,600,2314,2,2,3644,1027
42430265,42442255,2399,780,1769,1,1,1810,1254
5020830713,3903014639,2347,629,1626,1,1,1407,1275
5307048044,42435456,3165,829,1950,1,1,1153,1786
42435598,42445885,1603,738,1524,1,1,696,1494
42428436,42458010,3962,1080,2255,2,1,2052,1720
42446945,3971302314,1605,801,1526,1,1,607,1540
2840192831,42453327,3371,1560,2178,2,1,1357,1963
2821304137,4676427536,6786,600,3983,1,1,2947,3364
42443561,5122551883,1714,275,1076,0,0,0,1292
5772387839,3859048179,1291,180,808,0,0,0,969
5916783970,3971196633,1430,360,1121,0,0,0,1345
42430390,3977886233,615,305,709,1,1,723,504
42440456,3944708051,530,163,523,0,0,0,628
4207815979,42430274,2763,960,1746,1,1,2679,810
42431805,4143824664,3592,694,2485,2,2,2013,2016
42439280,4578212490,1419,387,1000,1,1,434,991
5815643268,4145794851,2136,420,1365,1,1,1762,792
3977886197,3932923797,1207,531,1119,0,0,0,1342
5889481211,4597668041,2729,464,1897,2,2,2549,1052
5235625496,5235625493,72,55,45,0,0,0,55
42430828,4886404633,2447,420,1364,1,1,1098,1110
4241748518,42453175,501,120,438,0,0,0,526
5799605399,42436431,3514,840,2513,1,1,1379,2354
5357542231,42445947,9204,966,5413,4,3,4946,4122
42427423,1692433928,2296,480,1270,1,1,1810,655
42428272,5849918502,2024,317,1331,1,1,857,1186
348152927,3573482110,6625,1300,4169,3,2,4229,2972
42445888,5215015525,6100,971,3828,2,2,3682,2827
3573482142,4207913307,1434,278,1091,1,1,626,1009
3009534478,5377706595,4216,509,2984,1,1,4852,1252
42439842,4707482485,854,173,605,1,1,296,583
42436369,4443775465,3558,900,1788,1,1,1379,1484
2555136675,42446902,1886,563,1177,1,1,718,1067
4132605273,42454673,1542,420,1002,0,0,0,1203
5481866330,42434085,5196,900,3056,1,1,1261,3062
1514353072,4143835698,6291,1082,4121,2,2,2192,3893
1773076509,4216045805,1706,498,1270,1,1,912,1086
42442870,4234425026,1662,300,1113,1,1,1862,442
3670742451,3973686162,763,540,663,0,0,0,796
3944708059,2823299575,4112,900,2515,2,2,2370,1880
42432444,42429412,3689,1080,2812,3,3,2917,1974
5829847189,42430378,5811,1500,3513,2,2,4355,2125
42430938,4493840514,3042,647,2363,1,1,964,2373
42436753,42432201,2439,600,1644,2,2,1545,1231
42459436,247072101,3092,360,2085,2,2,3029,1048
42449021,42430259,2142,420,1460,1,1,532,1497
42435578,4784141035,4928,657,2760,1,1,1957,2373
42421941,42436024,2378,458,1830,1,1,1366,1540
5200192560,42445357,1627,420,1387,1,1,1762,819
4320194252,42435657,3147,420,1618,2,2,2069,948
42446701,4347535690,2907,660,1779,1,1,723,1787
42433611,4332760695,1584,360,1211,1,1,296,1311
1701898716,42439078,1632,240,1283,1,1,1379,877
4320194262,4236104521,1492,353,945,1,1,532,879
5481856935,42427374,1460,360,1411,1,1,1578,936
4676427188,2151385472,5784,1047,3481,1,1,2947,2762
42427369,4960516271,2542,1080,1610,0,0,0,1933
3564892569,1752946328,3248,1620,2063,1,1,654,2161
2324482248,42429562,3514,877,2378,1,1,650,2542
4486628750,4234425034,1288,109,841,0,0,0,1009
100521835,3875000770,2740,600,1703,1,1,583,1764
561042192,42430688,2931,960,1932,1,1,626,2018
42452040,529555931,1846,480,1392,1,1,588,1387
3314293708,5799037570,1246,680,850,0,0,0,1020
42428220,4268635489,3486,1440,2355,1,1,723,2479
42435702,4493840519,1977,458,1322,1,1,2382,443
2639531766,1332501227,824,480,742,0,0,0,891
42430550,4443775465,4878,780,2965,2,2,2029,2584
3977886860,2714921451,1591,244,969,1,1,607,871
5152337873,4206998260,3401,466,2139,0,0,0,2567
42439996,561042194,1511,240,1287,1,1,468,1320
42449600,5215013211,933,314,818,0,0,0,982
246580076,5254361544,2762,960,2244,2,2,2554,1467
3837215730,42436748,2579,686,1671,1,1,1132,1462
42432818,42437644,2457,362,1537,0,0,0,1845
4205565514,4597668044,2008,506,1654,1,1,857,1573
4707468278,3875000768,1900,612,1475,0,0,0,1770
42443671,5542715074,3015,933,2191,1,1,1376,1969
4968494266,42437951,1918,420,1245,1,1,1098,967
42451674,42455007,2661,763,2002,1,1,1790,1543
42427371,5319114464,3366,1217,2173,1,1,1313,1977
42454997,2358967543,3508,1320,3247,2,2,4209,1876
42424408,42430329,5578,669,2989,1,1,2422,2424
42430550,3971302312,7536,1412,4410,1,1,1810,4423
42442933,4755831438,5067,960,2698,2,2,3714,1455
42435644,1692433939,3099,1157,1974,1,1,1415,1689
5849918504,4604294525,1047,286,1016,0,0,0,1219
42434205,42435598,2836,900,1772,1,1,532,1871
5721338583,4770624020,1628,746,1083,0,0,0,1300
5812713653,42428444,2087,780,1431,1,1,735,1365
1745991208,4207815979,1953,1020,1168,1,1,607,1110
42435645,5244228888,2205,532,1654,1,1,696,1650
1289222429,4136179170,1240,540,880,0,0,0,1056
42449961,596775907,505,2880,467,0,0,0,560
4544006773,42436393,2863,420,1710,1,1,588,1769
42440532,5481897724,3671,523,2045,1,1,1221,1868
1751440889,5266098185,1710,899,1489,1,1,1833,907
4207150077,42435645,5367,1584,3452,2,2,2029,3168
42430607,42427374,1847,304,1189,1,1,1150,874
4890621099,4015192929,1561,420,1232,1,1,717,1134
42437686,2435108461,1571,1140,1223,1,1,849,1060
5854325127,42430265,2543,426,1863,2,2,1817,1363
5235625496,42446986,1998,1284,1571,1,1,1168,1324
1701921025,5780152920,1994,441,1136,1,1,532,1107
42436393,593886253,4625,720,2664,2,2,2535,1980
5143758609,42436431,1642,180,1052,0,0,0,1262
42436779,5333821403,5101,660,2811,2,2,2028,2399
4207978589,2351527466,1491,300,1176,1,1,626,1110
42443561,42435680,516,180,492,0,0,0,591
4161568334,5145546769,695,180,704,0,0,0,844
1760566994,42449067,3602,840,2618,2,2,4130,1159
42437644,4298781037,2707,902,1979,2,2,1522,1644
3875091632,3874653361,3550,699,2039,1,1,1441,1755
4234425036,42434087,1451,600,880,0,0,0,1056
4207915681,42432075,4652,967,3255,1,1,4060,1957
42431154,42439581,2814,749,2109,1,1,1379,1869
4598752853,42427423,2931,360,2083,1,1,2760,1174
42431802,42430271,2014,397,809,1,1,1221,385
42429661,5780020553,2177,480,1472,2,2,1250,1166
42434271,42432700,2524,360,1254,1,1,654,1190
4234425051,3977886858,2771,1020,2070,1,1,1111,1950
5235625493,4235738201,2675,557,2006,2,2,2490,1212
4443775464,3932847283,2513,526,1642,1,1,546,1708
3859048179,4296710219,1705,360,1115,1,1,400,1146
42436364,42446521,1944,637,1236,1,1,612,1189
42436149,42453005,3894,1200,2623,2,2,1764,2301
3308681107,3463817009,178,1386,83,0,0,0,99
42436308,1919595919,1393,394,1135,1,1,735,1009
42427381,3955360023,2760,1118,1798,2,2,1122,1619
42434800,42435654,1591,300,1089,1,1,1376,646
42449948,4347534770,1397,900,1197,1,1,1835,556
3842788779,1514353058,1618,1056,1411,1,1,468,1469
5849926991,5204214357,3130,480,1916,1,1,1379,1637
1762438252,4782506031,441,300,294,0,0,0,353
4443775464,42453773,4305,836,2613,1,1,1379,2474
5135853010,42430115,1026,120,584,1,1,717,356
42449945,4707484298,1159,1360,1203,1,1,468,1219
5256074550,42429394,1586,553,1587,1,1,696,1571
4597668028,4493840501,1107,300,973,1,1,400,975
3874650237,5829779519,3414,698,1938,2,2,1599,1558
42428183,42430274,702,300,600,0,0,0,720
2435108454,42443807,1379,300,1032,0,0,0,1239
5829779488,3875120007,3622,938,2914,2,2,3161,1979
3977886248,42434946,1956,720,1207,0,0,0,1448
42445885,4016646235,2661,1229,1661,1,1,1407,1318
42453604,42438547,3347,798,2401,1,1,2760,1557
42437078,42430259,3052,1402,2194,1,1,1098,2106
5235625496,4202958491,1607,546,1195,1,1,468,1209
4597668043,4631139784,1322,480,838,1,1,296,863
4207957614,42435663,567,60,527,0,0,0,632
42446959,42438889,791,270,466,0,0,0,560
5235625493,593921872,1507,597,1066,1,1,1079,761
42430241,2792781447,5790,1590,3116,3,2,1910,2823
42434087,2351532375,2334,420,1455,0,0,0,1746
4960516269,5889481211,2013,5662,1494,1,1,468,1568
3875091648,3830786441,1109,502,993,0,0,0,1192
42445656,1861822461,1126,630,940,1,1,546,865
3584752516,5227014112,2987,480,1790,1,1,1261,1543
4376122113,42439823,1903,553,1246,0,0,0,1495
4597668042,4597668039,408,60,271,0,0,0,325
4205565512,42422056,5382,754,3239,2,2,3664,2127
4631139784,3564892573,1741,480,1342,0,0,0,1611
42438889,5846916772,1538,673,1253,1,1,2301,399
42431508,42454642,915,100,707,0,0,0,849
3929041613,3420766634,2706,298,1683,0,0,0,2020
3639382769,5784518530,4061,900,2467,1,1,2360,1827
4714254172,4235738199,2151,466,1770,1,1,2193,1071
1511873346,4207913307,1962,675,1409,1,1,626,1390
4207957613,3944708039,1267,360,1011,1,1,468,989
593915213,4207815981,2064,289,1372,1,1,1266,1039
42437654,4207683798,2204,1204,1382,2,2,1123,1119
4598752863,4301088412,962,292,968,0,0,0,1161
42435420,42431275,2980,315,1785,1,1,1221,1556
42439842,42429832,4355,600,2633,1,1,1379,2497
5916783970,4742697051,6288,1197,3637,3,3,3401,2732
5916783970,42435680,740,285,485,0,0,0,582
42430639,3971302313,2554,540,1842,1,1,1266,1602
246580338,3857400409,2365,562,1390,1,1,1441,977
3790255302,42438386,6339,485,3651,1,1,1563,3631
5022414760,42445908,1260,241,781,1,1,849,530
2435108436,5215013216,8219,1620,4776,3,3,3473,4064
42435660,4276525587,1984,714,1419,1,1,1376,1042
4597668033,42436431,2477,684,2038,1,1,1261,1840
3942050711,3847026393,1105,286,1148,0,0,0,1378
4634753634,42445661,3300,1008,2575,2,2,2171,2048
4298764911,4493840503,2507,1523,1417,1,1,1790,841
3977886859,42454378,3827,660,2304,1,1,558,2496
42449597,3627218179,3622,568,2129,1,1,1153,2001
42445649,1758380528,1251,420,1108,1,1,468,1105
3019038953,42446528,1155,360,859,1,1,583,751
42434268,42436364,2880,507,1484,1,1,2422,618
5458524664,42435654,1342,480,1052,1,1,626,963
4016646249,3834459546,1694,393,1314,0,0,0,1577
5235625475,4298778317,3680,565,2112,2,2,2087,1533
4625652073,5481850676,2913,388,1971,1,1,558,2097
4143875761,246909444,1128,584,759,0,0,0,911
42444909,42430938,4076,620,2280,3,2,1583,1976
42427787,4016646232,2491,840,1597,0,0,0,1916
42451674,5266421746,1629,600,1336,1,1,983,1132
4555838817,42430694,3169,840,2090,2,2,1094,1983
42437605,42427797,3112,540,2158,1,1,2760,1265
42436404,5148103566,1226,534,1076,1,1,502,1050
3891963911,42427426,2498,1050,1438,1,1,1810,857
5889481212,42430317,1389,480,998,0,0,0,1198
4597668026,42456598,4293,522,2648,2,1,1281,2562
477284549,427845236,933,162,873,0,0,0,1047
3974095843,42428328,722,1860,572,0,0,0,686
42436159,42427369,1335,452,1306,1,1,2209,506
1251605877,5481912001,977,480,609,0,0,0,730
4296697329,4298757020,741,716,462,0,0,0,554
5235625493,1812608107,3890,433,2161,2,2,2375,1453
42435599,42435624,739,102,446,0,0,0,535
42427374,42430241,1003,300,577,1,1,718,348
42436393,2956903780,4367,900,2970,2,2,3198,2029
42445018,3857400389,2574,1129,1753,1,1,2002,1142
42459436,42436935,1628,600,1269,1,1,502,1282
4769084861,42430646,2056,1021,1418,1,1,721,1356
42440022,5812713552,8192,1476,4731,2,2,3337,4075
1289222445,5319124079,1178,370,820,1,1,1797,122
42453952,42457728,2969,299,2001,2,2,1306,1774
42442881,3859048179,1440,300,993,1,1,400,999
42437530,4493840519,1718,900,1137,1,1,400,1172
673854913,4202950101,1365,509,926,0,0,0,1112
42430557,5509380206,2438,600,1539,0,0,0,1847
3891960762,3857334399,3346,395,1727,1,1,1810,1204
3627218182,4147546538,5331,730,3239,2,2,1201,3310
5228410329,4216045845,5063,508,2885,1,1,1563,2712
42456211,4557517555,2008,1111,1253,0,0,0,1503
4597668040,4676427536,2159,420,1470,0,0,0,1764
4782363335,42438547,2356,264,1428,0,0,0,1713
42439960,2176936535,1171,420,907,0,0,0,1089
3670742479,2649092010,2257,660,1611,2,2,1704,1115
4557517551,3842788779,3441,1425,2412,2,2,1122,2356
42430329,42430607,1708,393,1565,1,1,654,1563
42439840,42433275,1602,240,993,0,0,0,1192
3639382769,2151385490,5784,569,3456,1,1,1261,3541
4143851143,4136147003,7209,1203,4168,3,3,4449,2866
42439834,42454742,969,120,718,0,0,0,862
4500033339,4711654707,2704,1238,1810,2,2,1141,1624
4876525168,3944708055,8612,1080,4943,2,2,2527,4719
3957124188,42430394,2725,841,1754,1,1,3658,348
42437909,42431500,1093,181,836,1,1,501,762
42454325,5799766718,4562,790,2790,2,2,3656,1593
4634753634,3420766634,2802,527,1673,1,1,532,1752
42446986,42435610,3477,540,2422,2,2,1823,2032
42431617,4443775464,5031,1394,2942,1,1,1379,2869
3252582131,3009534487,3334,573,1872,1,1,1810,1377
42437914,42429910,3146,480,1780,1,1,826,1739
247798293,596775882,2456,420,1690,0,0,0,2028
42430669,42429876,2938,449,1905,1,1,1407,1611
5240026594,4500012790,3268,480,1703,2,2,2028,1070
42430694,42430265,2898,439,2232,1,1,2859,1306
42454381,373903786,209,300,216,0,0,0,259
4207862997,4207854745,4311,1443,2894,2,2,3198,1938
1577321467,3971302311,2319,499,1628,1,1,1111,1420
42432156,3786901754,5045,1200,2783,1,1,2947,1925
4202950103,5849918503,4399,720,2989,2,2,4136,1601
4234425044,42437644,1038,650,865,1,1,558,770
4500012798,1828749428,3682,1440,2543,1,1,1407,2376
42446977,5481897724,1815,300,1217,1,1,546,1198
4132605271,4205565536,2057,595,1143,1,1,400,1180
2348991701,42440951,1279,420,870,0,0,0,1044
42429701,5829880521,530,600,405,0,0,0,486
42436055,370913786,5605,1980,3340,3,2,2787,2670
3833309813,42428483,1974,600,1451,1,1,983,1269
3971302313,42442881,3317,1063,2474,1,1,3658,1212
3314293715,4885959783,1424,235,1094,0,0,0,1313
5266429281,4841945996,1763,240,1014,1,1,1261,611
42435657,4782442668,1301,180,1117,1,1,626,1040
42451674,42455026,2078,321,1274,1,1,1661,731
42439994,42439842,2313,660,1398,0,0,0,1677
1692433939,42454994,1485,798,1395,0,0,0,1674
42430828,5804835269,3448,1165,1974,1,1,3190,837
5538485407,42439345,3893,757,2958,1,1,1880,2647
4601466495,4544006773,3703,960,2144,2,2,1599,1805
42431490,4161568342,1516,900,970,0,0,0,1165
4707471833,4215926836,1682,388,1097,0,0,0,1316
42437537,4234425044,6476,804,3878,2,2,3664,2895
1251605745,42436159,1887,420,1290,0,0,0,1548
2165157811,42429888,2317,420,1480,0,0,0,1777
42430235,42435470,1727,529,1597,0,0,0,1916
3875120008,3875091627,3785,540,2851,2,2,2359,2289
4202957549,5849918504,3806,840,2765,2,2,4136,1332
42430265,42437654,1341,1599,978,1,1,1154,620
42454325,1695371077,2363,660,1533,1,1,998,1360
42440820,3932923800,6791,1973,4218,2,2,3337,3459
42437283,42429832,4001,960,2414,1,1,1153,2343
3875120007,42432075,4829,960,3531,2,2,4136,2251
42430384,100522741,1148,328,1190,1,1,607,1136
5413254263,5266421747,1262,420,815,0,0,0,978
5837182318,42454378,2469,728,1960,1,1,2149,1320
3316533507,42430007,1417,360,1154,0,0,0,1385
42456197,4597668033,3549,786,1950,1,1,2947,925
42442931,42446266,1246,480,896,1,1,767,707
4347534782,42434946,2498,651,1575,1,1,723,1543
42439996,4143824665,8151,1560,4742,2,2,2660,4413
477284535,2823833555,1403,180,1086,0,0,0,1303
3977886187,370880739,9419,685,5551,2,2,2995,5224
3977886244,387184983,3525,660,3049,2,1,2133,2635
42443680,5481960322,1059,240,858,0,0,0,1030
5481937335,3955372901,4714,660,2911,2,2,2918,2093
42435456,42430938,2654,624,1592,1,1,1563,1159
4754110667,3976008170,7740,840,4396,3,2,4229,3246
42435646,2565699085,5382,949,3181,1,1,1379,3156
42439286,3875091624,3622,715,2117,2,2,1033,2044
596775946,5812723035,8329,1519,4712,3,3,4042,3714
4207837422,42428471,4290,1440,2851,2,2,3662,1663
2823833437,3686062427,3173,1577,2137,1,1,1441,1873
3463815150,42434285,3339,660,1942,1,1,1957,1391
42445310,3875091630,3715,781,2162,2,2,2134,1570
42449067,4872753359,2885,540,1817,1,1,735,1827
42434145,4769084861,2555,1258,1862,2,1,1718,1410
1731564122,4234425034,1413,485,880,1,1,767,688
42434418,42433543,2021,592,1303,0,0,0,1564
4561657054,5866337890,2508,420,1631,0,0,0,1957
3857343067,2302133933,1427,713,1098,1,1,558,1050
42445411,42438849,1064,171,713,0,0,0,856
4276517115,3383400749,2696,1380,1778,1,1,1407,1458
595142429,4205565508,2567,360,1916,1,1,857,1888
4796291642,42430607,3912,1140,2562,2,2,2662,1796
42442850,3859048179,1999,444,1584,1,1,2193,848
42437084,4634753634,3686,856,2419,1,1,1098,2376
3371304304,42459085,1045,300,1120,1,1,607,1052
4625652085,4207915681,862,720,847,1,1,1329,379
4132605273,42433354,1947,600,1023,1,1,1261,622
5730369214,5849918504,2110,1440,1524,1,1,654,1515
1719560859,5554351996,2401,540,1496,1,1,857,1384
5815248549,4216045829,4055,711,2707,2,2,3023,1797
5235625492,5178688282,1125,209,933,1,1,296,977
4597668029,42436056,4368,600,2348,2,2,3682,1050
4782404425,4320108382,4524,910,2546,2,2,2696,1762
4207915681,42437114,5183,660,2992,2,2,3127,2090
42434954,42445494,4128,461,2314,1,1,2947,1362
4276517121,42446945,1473,359,941,1,1,546,867
4689113869,42429844,7727,1080,4633,1,1,2360,4427
3884612889,2823833548,2034,360,1070,1,1,1150,732
42428183,3855009862,3146,1353,2086,1,1,558,2236
3919359300,42436793,719,187,771,0,0,0,925
4234425050,42442949,2508,677,1448,1,1,767,1370
42429900,4202950104,2773,480,1686,1,1,2360,891
42421877,42452026,1806,361,1205,0,0,0,1446
4577294519,4714254172,2553,780,1742,1,1,2193,1038
42449600,4876645555,1287,420,956,0,0,0,1148
4493840510,42436381,3717,420,2115,2,2,2078,1540
4207952793,4885973778,7386,1920,4606,1,1,2360,4395
4747401774,5799559461,1297,660,837,1,1,566,733
3026465712,42430342,6831,1440,5379,3,3,7463,2873
42433604,42446934,811,295,702,1,1,1104,312
4540239967,4216045815,2033,380,1110,1,1,1563,582
42442895,3420766634,1993,294,1242,0,0,0,1490
42445896,4960527245,3096,517,1756,2,1,1281,1492
4132605206,5266429279,318,120,346,0,0,0,415
1633173564,42430314,1629,600,1376,1,1,1797,788
5266429277,5854381572,2891,326,1867,1,1,735,1887
42428283,4796245036,2001,395,1233,1,1,665,1160
4597668038,42454381,2319,720,1254,1,1,1441,813
42449067,42457735,1198,600,809,1,1,502,729
4302910549,5413254263,684,180,588,0,0,0,706
42439968,42442247,4294,1020,2986,2,2,4355,1493
4711654700,1772136801,7833,1200,4587,3,3,4222,3478
4207957613,4487582556,4919,1616,3656,2,2,6228,1398
3891969472,42430259,1565,180,876,1,1,718,707
4631139784,1289222446,1219,300,838,1,1,296,863
42443807,4890634253,5702,745,3366,1,1,1261,3434
3875120008,3314293715,4587,1313,3591,2,2,4136,2323
805764995,4347534782,673,600,578,1,1,723,346
4625652075,3564892571,3252,1180,2195,2,2,1122,2095
42434145,42436754,2155,540,1254,1,1,735,1152
42427423,5849918502,748,240,609,1,1,696,396
42435456,5475605301,6213,1447,3941,2,2,4355,2639
42436142,3009534487,2383,570,1440,1,1,1221,1142
4685465959,5340982006,3296,840,2617,2,2,1403,2466
4878838724,5235625493,5423,1270,3396,3,3,3681,2308
596775935,4597668033,2886,420,1866,0,0,0,2239
42430277,5235625492,578,162,536,1,1,296,501
42431508,42430333,3856,433,2176,2,2,2370,1473
42436575,42437371,2676,840,1860,1,1,1407,1556
42435657,42435420,991,180,571,1,1,1079,167
42448563,598195026,3519,1440,2467,2,1,2052,1975
42436384,42431517,555,300,356,0,0,0,428
42443680,595106176,1582,420,1034,0,0,0,1241
5813259906,42432194,3979,963,2734,2,2,2516,2073
3955360018,42443950,643,333,540,0,0,0,648
4298757077,5296795596,2304,480,1608,1,1,912,1492
3308681111,3977886220,1507,880,1115,0,0,0,1339
42430282,3971196622,2255,480,1395,0,0,0,1674
42430255,4234425045,1558,375,1204,1,1,826,1048
42427411,42454325,4477,558,3121,2,2,2693,2453
5151708181,5243716993,1782,272,1287,0,0,0,1545
42421941,42435660,7401,1140,4421,3,3,3401,3673
1993431127,4015192893,4365,1620,2710,2,2,1776,2399
42438567,42431814,2271,300,1418,0,0,0,1702
42429662,3997454669,2782,1320,1912,1,1,857,1883
4577294517,4216045799,781,180,745,0,0,0,894
42445404,5244228881,2749,600,1640,1,1,718,1624
4876524523,4872777165,3812,444,2713,1,1,812,2866
42434821,42432706,1975,140,1199,0,0,0,1438
42430265,3997461342,901,843,938,1,1,400,933
5854325119,5481907299,4307,410,2663,1,1,735,2842
42434145,5851709098,4464,1130,2990,3,2,3095,2103
3009534487,4711654714,1539,386,1092,0,0,0,1310
42455761,358447541,2212,598,1469,0,0,0,1763
5609547123,4711654711,2213,454,1535,1,1,723,1495
3601296182,42451674,2139,480,1324,1,1,1790,730
3942050702,42455083,3608,900,3076,2,2,1522,2960
4234425041,42449948,1579,300,995,0,0,0,1194
1538237281,42427324,1780,890,1313,0,0,0,1575
3928841144,5043087533,3903,928,2368,1,1,2849,1474
42446941,4707468280,1321,713,934,0,0,0,1121
4776041129,4015192894,2474,360,1622,1,1,898,1515
4207862998,4205565522,1266,120,801,0,0,0,961
5829907364,42432142,721,180,578,0,0,0,693
42434268,42446701,1175,480,729,0,0,0,875
5651033419,42430691,1325,240,1129,0,0,0,1355
793872212,4202958490,7934,666,4694,2,2,3664,3873
42436326,3971196629,7011,913,4025,2,2,2660,3553
1692433910,42430329,3978,926,2385,2,2,3767,1054
42427797,3944708031,1746,240,1241,1,1,468,1264
42427374,42445357,3931,420,2310,1,1,1379,2110
42445888,42435629,1290,360,1007,0,0,0,1208
42430257,5173374392,2254,360,1385,1,1,1091,1139
5815234910,4276517106,5754,713,3479,2,2,3664,2416
42435677,42444049,1807,335,1207,0,0,0,1448
42437363,42428371,7317,1184,4220,3,3,3401,3432
1514353072,42429661,1436,983,1193,0,0,0,1431
42455051,42428444,1094,650,961,1,1,587,871
42427483,5178688284,2059,1205,1640,1,1,2007,1004
42432679,5159433792,2932,720,1939,0,0,0,2326
4890418815,42446941,5105,1026,2942,1,1,1261,2925
42446935,42428471,2773,360,1615,1,1,583,1659
42439840,42434427,1175,356,1117,1,1,424,1137
5083818849,1514352994,5911,899,3811,2,2,2746,3255
42449942,3360773034,1735,600,1412,1,1,964,1231
42428476,1745991209,4292,720,2625,2,2,1716,2327
42430263,5131026400,2202,892,1759,1,1,826,1715
2322155478,561042203,2409,410,1677,2,2,1122,1474
3799572065,42428524,6897,1080,4207,3,3,3681,3281
4741363705,5022414759,6633,780,3738,3,3,3401,2854
42446935,2792781462,2858,773,1849,1,1,1331,1580
1695334087,4960503202,5981,467,3620,3,3,3681,2577
2709703008,3875119999,1811,337,1290,1,1,626,1248
3944708054,3977886250,930,384,719,0,0,0,863
42449961,42445885,2930,720,1695,1,1,1313,1404
42430677,5730369215,1796,165,1125,0,0,0,1350
2823299581,4782442661,4663,1260,3214,3,3,3700,2080
3670742451,4676426951,2726,540,1706,1,1,583,1768
42433620,4205565513,2523,780,1496,1,1,654,1481
42444991,42443975,444,120,423,0,0,0,508
1291420901,42432825,912,391,752,1,1,1331,263
1773069828,42428524,3288,1620,1880,1,1,635,1952
3985008879,4890320285,2629,660,1692,1,1,1153,1476
3842775637,5784518533,3983,480,2429,1,1,1793,2054
42446971,42427797,1763,672,1346,1,1,546,1353
42454042,5151708185,5176,660,3104,2,2,4464,1582
