pickup_datetime,dropoff_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
2013-11-01 19:17:00,2013-11-01 19:25:00,-74.012955,40.715576,-74.00735,40.737576
2013-11-05 22:34:00,2013-11-05 22:41:00,-73.983185,40.76464,-73.97973,40.756203
2013-11-04 13:19:38,2013-11-04 13:28:08,-73.99045,40.751057,-73.99752,40.736286
2013-11-03 19:04:00,2013-11-03 19:10:00,-73.984955,40.748142,-73.97462,40.75643
2013-11-06 08:10:30,2013-11-06 08:27:57,-74.002815,40.76049,-73.97771,40.755142
2013-11-06 14:32:02,2013-11-06 14:58:31,-73.97859,40.76392,-74.00817,40.7064
2013-11-07 02:13:02,2013-11-07 02:18:31,-73.98956,40.734585,-73.993385,40.74643
2013-11-06 16:54:00,2013-11-06 17:00:00,-73.989555,40.758785,-73.99043,40.75053
2013-11-07 08:56:34,2013-11-07 09:10:11,-73.975044,40.761475,-73.99437,40.735016
2013-11-02 21:06:00,2013-11-02 21:17:00,-73.99156,40.749626,-73.97516,40.74147
2013-11-02 22:02:00,2013-11-02 22:29:00,-73.975044,40.755203,-74.00872,40.74254
2013-11-05 07:02:06,2013-11-05 07:14:30,-74.00916,40.717834,-73.981125,40.75937
2013-11-04 09:23:45,2013-11-04 09:33:15,-73.97597,40.740597,-73.975525,40.75214
2013-11-07 20:10:00,2013-11-07 20:17:00,-73.99204,40.742306,-73.97417,40.7372
2013-11-01 16:03:00,2013-11-01 16:25:00,-73.97427,40.762966,-74.01464,40.713673
2013-11-01 01:56:00,2013-11-01 02:07:00,-73.994774,40.72571,-74.00668,40.716537
2013-11-07 23:05:00,2013-11-07 23:09:00,-73.986244,40.7302,-73.99609,40.732788
2013-11-01 00:33:27,2013-11-01 00:42:37,-73.992294,40.725716,-73.98667,40.739594
2013-11-02 14:34:37,2013-11-02 14:47:53,-73.99422,40.75647,-73.98805,40.732746
2013-11-02 22:12:36,2013-11-02 22:25:57,-73.98102,40.740784,-73.97609,40.76174
2013-11-07 08:08:09,2013-11-07 08:17:06,-73.98428,40.744057,-73.98357,40.755802
2013-11-04 21:18:13,2013-11-04 21:31:28,-74.008255,40.7375,-73.98719,40.701645
2013-11-04 06:00:01,2013-11-04 06:04:00,-74.01523,40.71734,-74.010025,40.72125
2013-11-03 14:43:06,2013-11-03 14:46:21,-73.998474,40.724907,-73.999664,40.733593
2013-11-03 10:38:00,2013-11-03 10:42:00,-73.99239,40.758705,-73.99473,40.75018
2013-11-06 15:12:00,2013-11-06 15:18:00,-73.98454,40.745773,-73.9747,40.759396
2013-11-06 14:08:00,2013-11-06 14:14:00,-73.98811,40.73778,-73.975464,40.733044
2013-11-05 20:41:31,2013-11-05 20:43:55,-74.00163,40.739292,-74.00092,40.736782
2013-11-04 22:18:00,2013-11-04 22:24:00,-73.9857,40.726917,-73.9802,40.745823
2013-11-03 16:08:02,2013-11-03 16:20:53,-73.99668,40.73723,-73.98897,40.749447
2013-11-05 11:12:00,2013-11-05 11:27:00,-73.98209,40.76343,-73.98516,40.743896
2013-11-03 18:57:51,2013-11-03 19:06:55,-73.99158,40.764626,-73.9704,40.756023
2013-11-03 14:28:04,2013-11-03 14:30:15,-74.01448,40.704456,-74.016685,40.706562
2013-11-05 10:20:00,2013-11-05 10:26:00,-73.99493,40.725536,-73.98335,40.734913
2013-11-01 11:06:00,2013-11-01 11:20:00,-73.97722,40.753212,-73.98978,40.739502
2013-11-07 10:13:00,2013-11-07 10:28:00,-74.00793,40.74813,-74.00396,40.72989
2013-11-04 06:20:57,2013-11-04 06:28:36,-73.99063,40.755886,-73.981995,40.75517
2013-11-05 21:01:00,2013-11-05 21:07:00,-73.989784,40.735615,-73.980865,40.747646
2013-11-03 01:47:00,2013-11-03 01:52:00,-73.97415,40.750835,-73.988365,40.757362
2013-11-02 20:53:39,2013-11-02 20:59:04,-73.97957,40.735367,-73.99201,40.725662
2013-11-02 21:22:00,2013-11-02 21:28:00,-74.00153,40.725067,-74.0041,40.73827
2013-11-03 09:54:03,2013-11-03 09:58:34,-74.00597,40.748386,-73.99528,40.74976
2013-11-07 17:53:00,2013-11-07 18:20:00,-73.98472,40.75991,-73.9971,40.719215
2013-11-02 11:41:00,2013-11-02 11:48:00,-74.00676,40.71957,-73.999054,40.717327
2013-11-05 12:54:00,2013-11-05 13:03:00,-73.99131,40.749958,-73.987495,40.733368
2013-11-03 02:49:09,2013-11-03 02:58:48,-73.98958,40.7189,-74.00958,40.70582
2013-11-03 01:50:00,2013-11-03 01:59:00,-73.99007,40.729473,-74.00432,40.716095
2013-11-04 09:15:48,2013-11-04 09:19:01,-73.98106,40.75362,-73.97036,40.752987
2013-11-03 13:17:27,2013-11-03 13:27:42,-73.97235,40.75339,-73.983154,40.765495
2013-11-01 19:23:00,2013-11-01 19:36:00,-73.9772,40.745247,-73.993576,40.71808
2013-11-07 22:52:45,2013-11-07 23:11:32,-74.0075,40.709503,-73.981995,40.761234
2013-11-01 01:07:00,2013-11-01 01:17:00,-73.9953,40.739212,-73.971756,40.762947
2013-11-07 06:44:00,2013-11-07 06:53:00,-73.99215,40.701523,-74.01044,40.713192
2013-11-06 23:46:28,2013-11-07 00:02:04,-73.98901,40.743923,-73.99361,40.718777
2013-11-07 23:04:00,2013-11-07 23:08:00,-73.99441,40.745907,-74.002846,40.734234
2013-11-06 21:22:00,2013-11-06 21:30:00,-73.99205,40.75409,-73.98587,40.740967
2013-11-07 20:13:00,2013-11-07 20:39:00,-73.97222,40.759853,-73.99256,40.719738
2013-11-02 01:11:00,2013-11-02 01:22:00,-73.99577,40.72463,-74.005714,40.7377
2013-11-04 14:06:00,2013-11-04 14:17:00,-73.97273,40.755653,-73.984474,40.748966
2013-11-04 19:12:17,2013-11-04 19:37:12,-73.96993,40.765423,-73.9973,40.736713
2013-11-01 15:05:58,2013-11-01 15:17:38,-74.00806,40.71456,-73.99284,40.73372
2013-11-02 20:14:00,2013-11-02 20:20:00,-73.997505,40.745724,-73.97963,40.740036
2013-11-04 10:06:00,2013-11-04 10:12:00,-74.00186,40.750828,-73.991035,40.758137
2013-11-01 14:40:00,2013-11-01 14:45:00,-74.00254,40.73421,-73.99167,40.73502
2013-11-05 13:31:00,2013-11-05 13:43:00,-73.97857,40.75416,-73.97783,40.758945
2013-11-07 21:12:00,2013-11-07 21:22:00,-74.005424,40.741093,-73.99119,40.75569
2013-11-04 02:40:38,2013-11-04 02:43:11,-73.9959,40.75401,-73.99887,40.742977
2013-11-06 21:00:24,2013-11-06 21:05:23,-73.98605,40.729427,-73.98907,40.734364
2013-11-06 01:05:19,2013-11-06 01:18:53,-73.987274,40.73325,-74.01468,40.710346
2013-11-02 23:03:00,2013-11-02 23:20:00,-73.99819,40.716904,-73.98336,40.729973
2013-11-01 07:52:32,2013-11-01 08:00:56,-74.00557,40.74836,-73.98563,40.752666
2013-11-02 02:20:27,2013-11-02 02:24:15,-74.00409,40.751938,-73.98837,40.76507
2013-11-05 12:57:02,2013-11-05 13:16:50,-73.97314,40.757526,-73.997025,40.725246
2013-11-05 06:18:00,2013-11-05 06:31:00,-73.97892,40.7406,-74.00988,40.721867
2013-11-03 10:35:18,2013-11-03 10:51:34,-73.988655,40.745296,-74.01173,40.709064
2013-11-05 08:00:00,2013-11-05 08:10:00,-74.0169,40.70584,-74.015434,40.714348
2013-11-02 13:40:00,2013-11-02 13:50:00,-73.984924,40.742146,-73.97145,40.75497
2013-11-03 13:32:19,2013-11-03 13:36:23,-73.983376,40.7386,-73.98974,40.72553
2013-11-05 19:56:02,2013-11-05 20:05:07,-73.994705,40.75042,-73.9743,40.75277
2013-11-07 13:10:48,2013-11-07 13:19:31,-73.980255,40.729794,-73.98329,40.738937
2013-11-01 06:18:37,2013-11-01 06:25:21,-73.989456,40.752445,-73.97239,40.754086
2013-11-03 20:24:00,2013-11-03 20:34:00,-73.98676,40.72574,-73.98766,40.710728
2013-11-06 09:14:00,2013-11-06 09:19:00,-74.00618,40.734646,-74.00255,40.7397
2013-11-04 15:06:47,2013-11-04 15:18:00,-73.9716,40.75736,-73.99432,40.74999
2013-11-02 23:05:06,2013-11-02 23:26:36,-73.98784,40.7201,-74.004814,40.752068
2013-11-02 18:22:14,2013-11-02 18:42:12,-73.98758,40.729004,-73.9835,40.75554
2013-11-03 01:14:50,2013-11-03 01:28:23,-74.004776,40.740623,-73.97832,40.74503
2013-11-02 13:40:00,2013-11-02 13:55:00,-73.995575,40.726856,-73.981636,40.75378
2013-11-04 08:33:52,2013-11-04 08:55:36,-74.00791,40.739395,-73.972305,40.75798
2013-11-04 11:28:09,2013-11-04 11:45:35,-73.97527,40.765114,-73.99988,40.762856
2013-11-03 22:23:00,2013-11-03 22:28:00,-74.000336,40.73272,-74.00452,40.716278
2013-11-07 20:14:00,2013-11-07 20:26:00,-73.98571,40.731323,-73.99172,40.74884
2013-11-03 15:02:00,2013-11-03 15:11:00,-73.99588,40.743748,-74.00093,40.72192
2013-11-06 07:22:49,2013-11-06 07:35:14,-73.98556,40.744278,-74.011375,40.704525
2013-11-07 14:40:44,2013-11-07 15:14:50,-73.99287,40.72819,-73.97351,40.760918
2013-11-01 19:12:00,2013-11-01 19:24:00,-73.981316,40.759476,-73.97708,40.74533
2013-11-07 15:12:00,2013-11-07 15:34:00,-73.98353,40.74988,-73.97219,40.75559
2013-11-04 22:37:42,2013-11-04 22:45:26,-74.005974,40.735725,-73.98595,40.7319
2013-11-02 15:32:00,2013-11-02 15:48:00,-73.97715,40.738804,-73.991035,40.755844
2013-11-03 00:14:34,2013-11-03 00:19:57,-73.99505,40.728928,-74.00089,40.73087
2013-11-05 14:10:00,2013-11-05 14:18:00,-73.981445,40.75791,-73.99641,40.75338
2013-11-02 02:21:53,2013-11-02 02:34:20,-74.00647,40.73973,-73.97466,40.752377
2013-11-05 09:02:00,2013-11-05 09:08:00,-73.97503,40.744137,-73.977745,40.75145
2013-11-05 18:59:41,2013-11-05 19:10:58,-74.00831,40.734455,-74.00177,40.726273
2013-11-04 22:11:00,2013-11-04 22:23:00,-73.988525,40.735207,-74.004616,40.706493
2013-11-01 21:49:00,2013-11-01 22:04:00,-73.99371,40.732788,-74.0026,40.7503
2013-11-07 19:18:00,2013-11-07 19:31:00,-73.989845,40.75627,-73.98328,40.75051
2013-11-03 01:24:00,2013-11-03 01:42:00,-73.99745,40.721966,-73.992355,40.75842
2013-11-05 10:37:00,2013-11-05 10:51:00,-74.00528,40.740177,-74.00024,40.7238
2013-11-03 13:10:00,2013-11-03 13:17:00,-74.00559,40.73809,-74.01326,40.71667
2013-11-01 08:31:00,2013-11-01 08:41:00,-74.016106,40.710777,-74.00895,40.731167
2013-11-02 16:23:02,2013-11-02 16:28:37,-73.999954,40.73854,-74.00327,40.72542
2013-11-01 19:26:06,2013-11-01 19:37:55,-74.00022,40.758488,-73.99175,40.74075
2013-11-01 13:10:53,2013-11-01 13:25:42,-73.975174,40.760937,-73.98493,40.74496
2013-11-02 12:43:43,2013-11-02 13:01:12,-73.99601,40.764183,-73.99949,40.73093
2013-11-06 13:32:00,2013-11-06 13:55:00,-74.00702,40.715965,-73.97475,40.75238
2013-11-03 11:05:18,2013-11-03 11:15:43,-73.97504,40.73317,-73.99962,40.734467
2013-11-02 17:57:00,2013-11-02 18:07:00,-74.00944,40.712772,-73.98885,40.74845
2013-11-05 14:22:00,2013-11-05 14:31:00,-73.98408,40.737534,-73.996475,40.742992
2013-11-02 13:39:00,2013-11-02 13:58:00,-73.99395,40.735397,-74.001434,40.724377
2013-11-06 14:11:42,2013-11-06 14:26:33,-73.9845,40.75249,-74.006836,40.726578
2013-11-03 15:03:00,2013-11-03 15:12:00,-74.00486,40.707363,-73.985664,40.73163
2013-11-03 17:16:00,2013-11-03 17:24:00,-73.99241,40.7437,-73.98527,40.72903
2013-11-02 12:51:00,2013-11-02 13:12:00,-74.01054,40.711956,-73.97794,40.76453
2013-11-03 15:18:03,2013-11-03 15:24:12,-73.97702,40.759296,-73.98561,40.76036
2013-11-07 22:58:00,2013-11-07 23:08:00,-73.976364,40.756496,-74.00437,40.74777
2013-11-04 06:54:10,2013-11-04 06:56:23,-73.990265,40.756916,-73.98349,40.7609
2013-11-04 09:03:00,2013-11-04 09:17:00,-73.97889,40.761322,-73.9904,40.75667
2013-11-02 20:31:00,2013-11-02 20:35:00,-74.01342,40.705334,-74.007416,40.71022
2013-11-04 22:13:00,2013-11-04 22:22:00,-73.994026,40.73524,-73.99776,40.719486
2013-11-03 01:18:34,2013-11-03 01:25:39,-74.00332,40.743687,-73.98535,40.75182
2013-11-05 18:48:00,2013-11-05 19:03:00,-73.98102,40.74615,-73.98524,40.720585
2013-11-01 22:13:00,2013-11-01 22:20:00,-73.9926,40.73814,-74.00734,40.741272
2013-11-05 14:01:00,2013-11-05 14:16:00,-73.98402,40.75427,-73.99152,40.73155
2013-11-03 22:29:00,2013-11-03 22:36:00,-73.98675,40.747955,-73.972984,40.75682
2013-11-01 15:29:47,2013-11-01 15:42:40,-73.97822,40.764114,-73.98148,40.75238
2013-11-06 10:32:00,2013-11-06 10:56:00,-74.00804,40.70842,-73.97362,40.75669
2013-11-07 21:04:48,2013-11-07 21:12:52,-73.97849,40.752205,-73.99493,40.7463
2013-11-06 09:08:07,2013-11-06 09:29:47,-74.009766,40.726013,-73.992226,40.75438
2013-11-05 08:39:00,2013-11-05 08:52:00,-74.007835,40.740295,-74.00878,40.71298
2013-11-01 00:15:16,2013-11-01 00:23:47,-73.99312,40.749256,-73.993935,40.73405
2013-11-05 10:08:00,2013-11-05 10:36:00,-74.01466,40.70986,-73.973656,40.757336
2013-11-05 19:25:22,2013-11-05 19:37:13,-74.0076,40.7409,-74.00445,40.732082
2013-11-03 21:25:13,2013-11-03 21:34:47,-74.00482,40.73748,-73.981995,40.74627
2013-11-02 04:39:00,2013-11-02 04:52:00,-73.98918,40.730404,-73.99762,40.75662
2013-11-03 03:43:00,2013-11-03 03:52:00,-73.99912,40.72814,-73.98108,40.73978
2013-11-01 19:10:17,2013-11-01 19:26:35,-74.00466,40.72116,-73.99817,40.740322
2013-11-07 09:05:25,2013-11-07 09:12:26,-73.98232,40.74552,-73.97498,40.741486
2013-11-02 18:11:14,2013-11-02 18:27:46,-74.01426,40.70323,-73.97956,40.751766
2013-11-02 14:47:00,2013-11-02 15:04:00,-74.00269,40.72184,-74.00814,40.740406
2013-11-07 00:35:00,2013-11-07 00:40:00,-73.99734,40.72122,-73.988365,40.725796
2013-11-05 23:11:00,2013-11-05 23:17:00,-73.9719,40.76551,-73.97221,40.75525
2013-11-02 12:13:43,2013-11-02 12:26:30,-73.982544,40.76221,-73.984474,40.73209
2013-11-05 10:19:00,2013-11-05 10:25:00,-74.00825,40.731224,-74.006424,40.74437
2013-11-06 18:39:26,2013-11-06 18:46:55,-73.99153,40.74998,-73.98514,40.739635
2013-11-05 21:08:00,2013-11-05 21:27:00,-73.99721,40.71672,-73.977905,40.75021
2013-11-03 20:27:00,2013-11-03 20:39:00,-73.971115,40.751976,-73.98293,40.722828
2013-11-06 19:11:00,2013-11-06 19:23:00,-73.988815,40.755463,-73.9697,40.761192
2013-11-01 05:21:00,2013-11-01 05:29:00,-73.976814,40.75192,-73.993965,40.749134
2013-11-02 06:07:00,2013-11-02 06:10:00,-73.99588,40.738728,-73.98124,40.75891
2013-11-07 08:32:00,2013-11-07 08:34:00,-73.98031,40.76464,-73.984116,40.75923
2013-11-05 11:37:06,2013-11-05 11:52:31,-73.97523,40.756115,-73.98748,40.75072
2013-11-05 21:51:00,2013-11-05 22:06:00,-73.977684,40.725708,-73.990875,40.755753
2013-11-04 22:14:00,2013-11-04 22:20:00,-73.98923,40.71842,-73.991844,40.72595
2013-11-03 19:02:10,2013-11-03 19:10:04,-73.98289,40.742096,-73.99181,40.74903
2013-11-05 18:33:34,2013-11-05 18:39:27,-73.97001,40.753292,-73.96967,40.762882
2013-11-05 22:09:00,2013-11-05 22:11:00,-73.99875,40.734123,-73.99537,40.742367
2013-11-05 09:10:11,2013-11-05 09:20:19,-73.97991,40.734802,-74.00806,40.71012
2013-11-03 11:44:01,2013-11-03 11:51:23,-73.98195,40.74629,-73.98478,40.728897
2013-11-07 09:00:00,2013-11-07 09:08:00,-73.99116,40.74982,-73.98711,40.74293
2013-11-07 10:16:18,2013-11-07 10:43:13,-73.9911,40.731102,-73.99212,40.75378
2013-11-03 00:53:10,2013-11-03 01:08:13,-73.98784,40.72091,-74.00217,40.7336
2013-11-01 08:47:47,2013-11-01 08:49:02,-73.98674,40.755093,-73.9884,40.751907
2013-11-06 09:13:00,2013-11-06 09:21:00,-74.00507,40.718987,-74.00801,40.746128
2013-11-02 01:57:35,2013-11-02 02:04:53,-74.00058,40.73578,-73.988205,40.73197
2013-11-05 06:25:00,2013-11-05 06:29:00,-73.98245,40.739338,-73.986015,40.740658
2013-11-07 09:25:21,2013-11-07 09:29:14,-74.00703,40.734818,-73.99972,40.73416
2013-11-02 00:07:00,2013-11-02 00:15:00,-73.99763,40.74153,-74.00213,40.71931
2013-11-04 13:53:00,2013-11-04 14:04:00,-73.974686,40.76191,-73.98598,40.7535
2013-11-02 02:32:15,2013-11-02 02:39:40,-74.00004,40.72863,-74.00337,40.741623
2013-11-03 01:53:00,2013-11-03 02:03:00,-73.989914,40.7296,-73.96951,40.751266
2013-11-06 19:31:21,2013-11-06 19:51:36,-73.97904,40.76183,-73.979225,40.759636
2013-11-03 22:48:08,2013-11-03 22:53:34,-73.99699,40.714622,-73.984085,40.729282
2013-11-04 05:43:00,2013-11-04 05:46:00,-73.99433,40.741127,-73.98147,40.759525
2013-11-02 14:40:00,2013-11-02 14:51:00,-73.98153,40.72877,-74.00328,40.734863
2013-11-06 08:09:00,2013-11-06 08:13:00,-73.98822,40.753292,-73.98995,40.742123
2013-11-01 11:17:57,2013-11-01 11:45:40,-74.010124,40.72098,-73.98268,40.758083
2013-11-01 08:49:13,2013-11-01 09:00:39,-73.98408,40.76027,-73.98436,40.75162
2013-11-02 22:30:20,2013-11-02 22:47:44,-74.002075,40.72642,-73.97166,40.76256
2013-11-06 15:23:14,2013-11-06 15:25:47,-73.97306,40.74888,-73.97929,40.747166
2013-11-05 22:10:23,2013-11-05 22:15:11,-73.98455,40.728764,-73.97121,40.751278
2013-11-04 14:45:51,2013-11-04 14:59:15,-73.9909,40.75046,-74.00622,40.711456
2013-11-06 17:30:19,2013-11-06 17:38:27,-73.9816,40.744503,-73.998375,40.73214
2013-11-01 23:32:17,2013-11-01 23:36:32,-73.98906,40.730568,-73.99634,40.73713
2013-11-06 10:56:51,2013-11-06 11:15:10,-73.977585,40.75265,-73.99778,40.725395
2013-11-06 18:57:33,2013-11-06 19:09:08,-73.98819,40.73462,-74.00527,40.74821
2013-11-02 13:25:00,2013-11-02 13:38:00,-73.98386,40.72162,-74.00182,40.740635
2013-11-04 01:01:24,2013-11-04 01:05:18,-74.008224,40.738205,-73.99599,40.74438
2013-11-01 21:11:58,2013-11-01 21:34:37,-73.982475,40.757004,-74.00377,40.722588
2013-11-01 13:06:00,2013-11-01 13:09:00,-74.00396,40.74289,-74.0001,40.73788
2013-11-05 10:30:00,2013-11-05 10:34:00,-73.99718,40.742264,-74.00145,40.732056
2013-11-03 21:34:00,2013-11-03 21:39:00,-73.99183,40.749084,-73.9847,40.745213
2013-11-07 21:17:33,2013-11-07 21:22:05,-73.9982,40.740482,-73.99833,40.73517
2013-11-02 12:35:04,2013-11-02 12:56:25,-73.96979,40.74864,-73.98601,40.75196
2013-11-06 11:06:00,2013-11-06 11:33:00,-73.99603,40.75375,-73.97907,40.75305
2013-11-04 07:20:00,2013-11-04 07:23:00,-73.99187,40.74996,-73.983696,40.755375
2013-11-05 08:31:25,2013-11-05 08:39:49,-73.99858,40.760654,-73.98438,40.761253
2013-11-06 13:20:00,2013-11-06 13:26:00,-73.9768,40.749397,-73.990746,40.739716
2013-11-06 10:49:49,2013-11-06 11:22:42,-74.00634,40.727516,-73.984856,40.757645
2013-11-04 15:46:44,2013-11-04 16:00:15,-73.982735,40.75955,-73.99231,40.749054
2013-11-06 20:58:00,2013-11-06 21:22:00,-73.96987,40.76574,-74.01036,40.719543
2013-11-01 22:58:00,2013-11-01 23:21:00,-74.00078,40.730766,-73.97983,40.763287
2013-11-06 11:33:00,2013-11-06 11:39:00,-73.98636,40.74072,-73.97734,40.736553
2013-11-04 19:34:00,2013-11-04 19:40:00,-73.98616,40.740005,-73.99888,40.732307
2013-11-01 06:59:59,2013-11-01 07:05:17,-73.98596,40.75214,-73.97477,40.75704
2013-11-07 10:10:00,2013-11-07 10:22:18,-73.9917,40.75566,-73.97847,40.763268
2013-11-03 08:22:24,2013-11-03 08:22:48,-73.99552,40.742493,-73.995514,40.74247
2013-11-07 19:31:00,2013-11-07 19:46:00,-73.9928,40.730743,-74.004265,40.742233
2013-11-06 10:39:00,2013-11-06 10:47:00,-74.002075,40.7506,-73.99598,40.744476
2013-11-01 06:07:41,2013-11-01 06:10:37,-73.990036,40.75679,-73.980156,40.759777
2013-11-01 11:33:41,2013-11-01 11:46:05,-73.99914,40.75427,-73.996414,40.747093
2013-11-03 18:06:00,2013-11-03 18:13:00,-73.97691,40.7511,-73.990776,40.751186
2013-11-07 19:48:00,2013-11-07 20:04:00,-73.96965,40.759933,-73.97558,40.732758
2013-11-03 01:56:28,2013-11-03 01:56:28,-73.99727,40.71957,-74.00638,40.713535
2013-11-04 10:34:59,2013-11-04 10:52:52,-73.989174,40.745316,-73.98455,40.757015
2013-11-05 10:46:50,2013-11-05 10:56:47,-73.98403,40.74649,-74.00268,40.734097
2013-11-02 17:24:38,2013-11-02 17:30:25,-74.001434,40.74093,-73.98377,40.743427
2013-11-01 15:06:22,2013-11-01 16:02:07,-73.98455,40.72873,-73.99826,40.75602
2013-11-06 21:36:51,2013-11-06 21:44:28,-73.99148,40.755283,-73.98243,40.744965
2013-11-06 14:33:00,2013-11-06 14:43:00,-74.00758,40.72602,-74.002914,40.74949
2013-11-01 18:24:38,2013-11-01 18:34:29,-73.98689,40.755608,-73.99994,40.74028
2013-11-01 20:43:36,2013-11-01 20:50:47,-73.98794,40.74376,-73.986145,40.75608
2013-11-05 01:42:06,2013-11-05 01:47:29,-73.97889,40.762154,-73.98241,40.75571
2013-11-02 18:38:00,2013-11-02 18:47:00,-73.98165,40.736477,-74.00612,40.741287
2013-11-05 23:05:35,2013-11-05 23:13:57,-73.9901,40.73833,-73.98879,40.762745
2013-11-06 02:17:11,2013-11-06 02:24:25,-73.97888,40.740795,-74.0035,40.733562
2013-11-02 17:22:00,2013-11-02 17:32:00,-73.974655,40.741985,-73.99083,40.74845
2013-11-07 12:41:48,2013-11-07 13:00:24,-73.99176,40.74153,-74.00186,40.755817
2013-11-01 10:18:20,2013-11-01 10:26:42,-73.99312,40.752144,-73.991486,40.76219
2013-11-05 09:43:00,2013-11-05 10:15:00,-73.982666,40.727142,-73.98271,40.765755
2013-11-01 19:56:00,2013-11-01 20:00:00,-73.99605,40.724182,-73.97877,40.75621
2013-11-06 18:42:41,2013-11-06 19:05:15,-73.98208,40.76231,-74.00117,40.73167
2013-11-02 04:35:00,2013-11-02 04:40:00,-73.98186,40.74944,-73.97379,40.743855
2013-11-07 17:49:00,2013-11-07 18:35:00,-74.00494,40.706833,-73.97955,40.76154
2013-11-04 16:54:11,2013-11-04 17:00:17,-73.97545,40.763027,-73.98517,40.760838
2013-11-07 01:53:00,2013-11-07 01:56:00,-73.98731,40.7508,-73.9844,40.76174
2013-11-07 18:38:00,2013-11-07 18:51:17,-73.99725,40.736523,-73.99059,40.75838
2013-11-04 06:00:39,2013-11-04 06:04:18,-73.988785,40.75076,-73.97958,40.750874
2013-11-04 06:54:55,2013-11-04 07:04:33,-73.99479,40.760487,-73.973145,40.75387
2013-11-05 01:21:45,2013-11-05 01:34:07,-74.00015,40.730072,-73.99146,40.759174
